title;artist;year;views;url;lyric
BBO Bad Bitches Only;Migos;2018;338373.0;https://genius.com/Migos-BBO-Bad-Bitches-Only-lyrics;"(
Buddah bless this beat
)
AP on me, iced out, tennis chains, iced out (
Ice
)
Whole pointers 'round my neck, lookin' like a lighthouse (
Shine
)
Runnin' man (
Woo
), runnin' man (
Woo
), catch me if you can
Huncho
If you pay to get in your bag then you winnin' (Winnin', winnin')
All these Jones soldier, fuck it, they call me Quincy
Lean spill (Goddamn), on that Lear (Phew)
Maybach seat with the sheers (Curtains), AP shiftin' gears (Gone)
AP on me, iced out, tennis chains, iced out (
Ice
)
Whole pointers 'round my neck, lookin' like a lighthouse (
Shine
)
Runnin' man (
Woo
), runnin' man (
Woo
), catch me if you can
Argh, Put her on molly she fuck me brazy (Molly, woo)
We in the field with sticks like this Arcadia (Pah pah)
Uh, Goyard, havin' them racks and no regard (Racks, racks)
Uh, hopped in the Wraith and she asked me, “What the stars is?”
Dogs barkin' then kick the door, no narcs in (None)
Livin' the wild life, think I am Tarzan (Wow)
AP on me, iced out, tennis chains, iced out (
Ice
)
Whole pointers 'round my neck, lookin' like a lighthouse (
Shine
)
Runnin' man (
Woo
), runnin' man (
Woo
), catch me if you can
Better punt it on the fourth, 'cause ain't no runnin' past niggas (No)
Reggie Miller, shoot 'em, bill up,
say 'Phillipe' while you say, 'Philip'
Double cup, codeine killer, Houston Texas, now who trilla?
bring the blue and green, lookin' at my (Ice)
AP on me, iced out, tennis chains, iced out (
Ice
)
Whole pointers 'round my neck, lookin' like a lighthouse (
Shine
)
Runnin' man (
Woo
), runnin' man (
Woo
), catch me if you can"
Carousel;Melanie Martinez;2014;343721.0;https://genius.com/Melanie-Martinez-Carousel-lyrics;"'Round and 'round like a horse on a carousel we go
Will I catch up to love? I can never tell
I know chasin' after you is like a fairy tale
But I feel like I'm glued on tight to this carousel
Come, come one, come all
You must be this tall
To ride this ride
At the carnival
Oh, come take my hand
And run through playland
So high, too high
At the carnival
'Round and 'round like a horse on a carousel we go
Will I catch up to love? I can never tell
I know chasin' after you is like a fairy tale
But I feel like I'm glued on tight to this carousel
This horse is too slow
We're always this close
Almost, almost
We're a freak show
Right, right when I'm near
It's like you disappear
Where'd you go?
Mr. Houdini, you're a freak show
'Round and 'round like a horse on a carousel we go
Will I catch up to love? I can never tell
I know chasin' after you is like a fairy tale
But I feel like I'm glued on tight to this carousel
Why did you steal my cotton candy heart?
You threw it in this damn coin slot
And now I'm stuck, oh, I'm stuck
Riding, riding, riding
'Round and 'round like a horse on a carousel we go
Will I catch up to love? I can never tell
I know chasin' after you is like a fairy tale
But I feel like I'm glued on tight to this carousel"
Too Much to Ask;Niall Horan;2017;666665.0;https://genius.com/Niall-Horan-Too-Much-to-Ask-lyrics;
Hurricane;"Lin-Manuel Miranda & Original Broadway Cast of ""Hamilton""";2015;;https://genius.com/LinManuel-Miranda-Original-Broadway-Cast-of-Hamilton-Hurricane-lyrics;
Valerie;The Weeknd;2012;758547.0;https://genius.com/The-Weeknd-Valerie-lyrics;"There comes a time in a man's life
Where he must take responsibility
For the choices he has made
And there are certain things that he must do
Things that he must say
Like I love you
And I need you
I only want you
And nobody's going to know if it's true
I never thought I'd feel this kind of hesitation (To put)
My hand on another girl
I wish I didn't have to lie
I wish I could let you know
'Cause I love you
And I need you
I only want you
And nobody's going to know if it's true
Valerie (Oh, Valerie)
I know you can see through me
(I know you can see through my lies)
Valerie (Oh, Valerie)
You just choose to never know
(No, you just don’t know what I do, what I do, oh, Valerie)
Valerie (Valerie, oh)
Why pretend to trust in me?
(I don't know why you try to trust in me baby, but I think I know)
Valerie (I know, Valerie)
You'd rather this than be alone
'Cause I love you
And I need you
I only want you
And nobody's going to know if it's true
'Cause I love you
And I need you
I only want you
And nobody's going to know if it's true
And I love you
('Cause I love you baby)
And I need you
(When I need, need)
I only want you"
Hats Off;Lil Baby, Lil Durk & Travis Scott;2021;;https://genius.com/Lil-Baby-Lil-Durk-Travis-Scott-Hats-Off-lyrics;
Sunday Candy;Donnie Trumpet & The Social Experiment;2014;;https://genius.com/Donnie-Trumpet-The-Social-Experiment-Sunday-Candy-lyrics;
Jungle;Drake;2015;2768669.0;https://genius.com/Drake-Jungle-lyrics;"(Put a bib on me)
(Put a bib on me)
Rock me real slowly
Put a bib on me
I'm just like a baby, droolin' over you
The things you do
These days I'm lettin' God handle all things above me
The things I can't change are the reason you love me
Listen, you can hear them callin' my name
I'm all over the place, I can't sit in one place
I'm not ashamed at all
Still findin' myself, let alone a soulmate, I'm just sayin'
Feel like we one and the same
Our relationship changed that, or it never existed
Whenever they say somethin' 'bout us, you listen
But fuck what they talkin' about on your timeline
That's cuttin' all into my time with you
Fuck what they talkin' about on your timeline
That's cuttin' all into my time with you
My time with you, my
Rock me real slowly
Put a bib on me
I'm just like a baby, droolin' over you
The things you do
Hate that I treat it like it's a ""whatever"" thing
Trust me, girl, this shit is everything to me
She from the jungle
She from the jungle
I take somebody else's car, drive there undercover
This shit is everything to me
This shit is everything
Don't know where we stand
I used to hit you 'bout everything, oh
Are we still good? Are we still good?
Are we still good? Are we still good?
If I need to talk, are you around?
Are you down for the cause?
Are you down? Are you down? Are you down?
Are you down for the cause?
Are you down? Are you down? Are you down?
Are you down for the cause?
You still down? You still down? You still down?
Rock me real slowly (
Yeah
)
Put a bib on me
I'm just like a baby, droolin' over you
(Give me back) The things you do
Yeah, these days, these new girls, they got me nervous
They go to school and do bottle service
They can't decide, they keep switchin' majors
Being indecisive makes me anxious
Call your number and it's out of service
Who can I call for your information?
What am I supposed to do after we done everything that we done?
Who is your replacement?
Are we still good? Are we still good?
Are we still good? Are we still good?
(The things you do)
(Rock me real slowly)
(Rock me real slowly)
(I'm just like a baby, droolin' over you)
(Rock me real slowly)
(Rock─, put a bib on me)
(Give me back)"
To This Day;Shane Koyczan;2013;888350.0;https://genius.com/Shane-Koyczan-To-This-Day-lyrics;"When I was a kid
I used to think that pork chops and karate chops
Were the same thing
I thought they were both pork chops
And because my grandmother thought it was cute
And because they were my favourite
She let me keep doing it
Not really a big deal
One day
Before I realized fat kids are not designed to climb trees
I fell out of a tree
And bruised the right side of my body
I didn’t want to tell my grandmother about it
Because I was afraid I’d get in trouble
For playing somewhere that I shouldn’t have been
A few days later the gym teacher noticed the bruise
And I got sent to the principal’s office
From there I was sent to another small room
With a really nice lady
Who asked me all kinds of questions
About my life at home
I saw no reason to lie
As far as I was concerned
Life was pretty good
I told her, “Whenever I’m sad
My grandmother gives me karate chops”
This led to a full scale investigation
And I was removed from the house for three days
Until they finally decided to ask how I got the bruises
News of this silly little story quickly spread through the school
And I earned my first nickname
Pork Chop
To this day
I hate pork chops
I’m not the only kid
Who grew up this way
Surrounded by people who used to say
That rhyme about sticks and stones
As if broken bones
Hurt more than the names we got called
And we got called them all
So we grew up believing no one
Would ever fall in love with us
That we’d be lonely forever
That we’d never meet someone
To make us feel like the sun
Was something they built for us
In their tool shed
So broken heart strings bled the blues
As we tried to empty ourselves
So we would feel nothing
Don’t tell me that hurts less than a broken bone
That an ingrown life
Is something surgeons can cut away
That there’s no way for it to metastasize
It does
She was eight years old
Our first day of grade three
When she got called ugly
We both got moved to the back of the class
So we would stop get bombarded by spit balls
But the school halls were a battleground
Where we found ourselves outnumbered day after wretched day
We used to stay inside for recess
Because outside was worse
Outside we’d have to rehearse running away
Or learn to stay still like statues giving no clues that we were there
In grade five they taped a sign to her desk
That read beware of dog
To this day
Despite a loving husband
She doesn’t think she’s beautiful
Because of a birthmark
That takes up a little less than half of her face
Kids used to say she looks like a wrong answer
That someone tried to erase
But couldn’t quite get the job done
And they’ll never understand
That she’s raising two kids
Whose definition of beauty
Begins with the word mom
Because they see her heart
Before they see her skin
Because she’s only ever always been amazing
He
Was a broken branch
Grafted onto a different family tree
Adopted
Not because his parents opted for a different destiny
He was three when he became a mixed drink
Of one part left alone
And two parts tragedy
Had a personality made up of tests and pills
Lived like the uphills were mountains
And the downhills were cliffs
Four fifths suicidal
A tidal wave of anti depressants
And an adolescence of being called popper
One part because of the pills
Ninety nine parts because of the cruelty
He tried to kill himself in grade ten
When a kid who could still go home to mom and dad
Had the audacity to tell him “get over it”
as if depression
Is something that can be remedied
By any of the contents found in a first aid kit
To this day
He is a stick of TNT lit from both ends
Could describe to you in detail the way the sky bends
In the moments before it’s about to fall
And despite an army of friends
Who all call him an inspiration
He remains a conversation piece between people
Who can’t understand
Sometimes becoming drug free
Has less to do with addiction
And more to do with sanity
We weren’t the only kids who grew up this way
To this day
Kids are still being called names
The classics were
Hey stupid
Hey spaz
Seems like each school has an arsenal of names
Getting updated every year
And if a kid breaks in a school
And no one around chooses to hear
Do they make a sound?
Are they just the background noise
Of a soundtrack stuck on repeat
When people say things like
Kids can be cruel?
Every school was a big top circus tent
And the pecking order went
From acrobats to lion tamers
From clowns to carnies
All of these were miles ahead of who we were
We were freaks
Lobster claw boys and bearded ladies
Oddities
Trying to kiss the wounded parts of ourselves and heal
But at night
While the others slept
We kept walking the tightrope
It was practice
And yes
Some of us fell
But I want to tell them
That all of this shit
Is just debris
Leftover when we finally decide to smash all the things we thought
We used to be
And if you can’t see anything beautiful about yourself
Get a better mirror
Look a little closer
Stare a little longer
Because there’s something inside you
That made you keep trying
Despite everyone who told you to quit
You built a cast around your broken heart
And signed it yourself
You signed it
“They were wrong”
Because maybe you didn’t belong to a group or a clique
Maybe they decided to pick you last for basketball or everything
Maybe you used to bring bruises and broken teeth
To show and tell but never told
Because how can you hold your ground
If everyone around you wants to bury you beneath it
You have to believe that they were wrong
They have to be wrong
Why else would we still be here?
We grew up learning to cheer on the underdog
Because we see ourselves in them
We stem from a root planted in the belief
That we are not what we were called
We are not abandoned cars stalled out and
Sitting empty on a highway
And if in some way we are
Don’t worry
We only got out to walk and get gas
We are graduating members from the class of Fuck Off We Made It
Not the faded echoes of voices crying out
Names will never hurt me
Of course
They did
But our lives will only ever always
Continue to be
A balancing act
That has less to do with pain
And more to do with beauty"
Chain Smoker;Chance the Rapper;2013;688580.0;https://genius.com/Chance-the-Rapper-Chain-Smoker-lyrics;"If this is my last sh- my last shit
Uh, it definitely be mad important
And it would have to sound like a Prince song
Still a chain-smoking, name dropping
Good looking
muhfucking, motha, shut your mouth
Brain broken
Frank Ocean listening
stain hitting
Satin woodgrain gripping, paint dripping
motha, shut your mouth
Somebody pray for the god, oh lord
I wonder what Michael's on
Son jammin' to his shit, rappin', trappin', trippin' 'cid
And sniffing glue and chewing Vicodin
Shoulda died, yelling YOLO was a lie
And you a liar wonder why you wanna die so young
You and I look just alike
And I'm afraid that this one right here
Might be last time that I write a song
Lot of niggas wanna go out with a bang
But I ain't tryna go out at all
So I ain't tryna go out at all
Got a lot of ideas still to throw out the door
Last Chance joint gotta be a dance joint
From an introspective drugged out standpoint
Throw bands joint, wanna hold hands joint
Old school for my own old man joint
Still a chain-smoking, name dropping
Good looking
muhfuckin', motha, shut your mouth
Brain broken
Frank Ocean listening
stain hitting
Satin woodgrain gripping, paint dripping
motha, shut your mouth
Hope you love all of my shit, I hope you love all of my shit
Why toss my filter when she saving my life?
The same shit that kills us, always feels so right
That's why I pray to the dealer, God know who he be
Truth be told, he juiced me, introduced me to the lucy leaf
Oh-oh-oh, I seen the light, I lost my lighter
Bic flick, kick the habit and the bucket, fuck your supplier
Lies, Levis on fire
flyer on the wall, I'm brighter
In the darkness of the night, in the sky I get higher, higher
Still a chain-smoking, name dropping
Good looking
muhfucker, motha, shut your mouth
Brain broken
Frank Ocean listening
stain hitting
Satin woodgrain gripping, paint dripping
motha, shut your mouth
Hope you love all of my shit, I hope you love all of my shit
I'm still a chain-smoking, name dropping
Good looking
muhfuckin', motha, shut your mouth
Brain broken
Frank Ocean listening
stain hitting
Satin woodgrain gripping, paint dripping
motha, shut your mouth"
Everything Will Be OK;G-Eazy;2015;;https://genius.com/GEazy-Everything-Will-Be-OK-lyrics;
Numbers on the Boards;Pusha T;2013;493194.0;https://genius.com/Pusha-T-Numbers-on-the-Boards-lyrics;"(
Yeah
)
How you feelin'?
 (
Fine
)
You feel alright?
I'm so bossy, bitch, get off me (
Yeah
)
Your SL's missin' an S, nigga (
Y'all feel like danc—
)
Your plane's missin' a chef
The common theme, see, they both got wings
If you fly, do it to death
It's only one God, and it's only one crown
So it's only one king that can stand on this mound (
Yeah
)
King Push, kingpin, overlord
Coast Guard come, a hundred goin' overboard (
Yeah
)
I got money with the best of 'em
Go blow-for-blow with any Mexican
Ballers, I put numbers on the boards
Whether rappin' or I'm rappin' to a whore
Might reach back and relapse to wrappin' up this raw (
Y'all feel like danc—
)
Givenchy fittin' like it's gym clothes
No D-League, I'm like this close
'88 Jordan, leapin' from the free-throw (
Yeah
)
Twenty-five bricks, move work like chore
Hit Delaware twice, needed twenty-five more
I see flaw, cracks in your diamond
CB4
when you rhyme, Simple Simon
Come and meet the pieman,
Every car driven was decided by the horse
Keep the sticker in the window case you wonder what it cost
How could you relate when you ain't never been great
And rely on rap money to keep food up on your plates, nigga?
I might sell a brick on my birthday
Thirty-six years of doin' dirt like it's Earth Day— God!"
Imaginary Player;JAY-Z;1997;;https://genius.com/JAYZ-Imaginary-Player-lyrics;
Down With the Sickness;Disturbed;2000;375282.0;https://genius.com/Disturbed-Down-With-the-Sickness-lyrics;"Can you feel that?
Ah, shit
Ooh, wah-ah-ah-ah
Ooh, wah-ah-ah-ah
Oh, oh
Oh, oh
Oh, oh
It seems what's left of my human side
Is slowly changing in me
(Will you give in to me?)
Looking at my own reflection
When suddenly it changes, violently it changes (Oh)
No, there is no turning back now
You've woken up the demon in me
Get up, come on, get down with the sickness
Get up, come on, get down with the sickness
Get up, come on, get down with the sickness
Open up your hate and let it flow into me
You mother, get up, come on, get down with the sickness
You fucker, get up, come on, get down with the sickness
Madness is the gift that has been given to me
Get up, come on, get down with the sickness
Get up, come on, get down with the sickness
Get up, come on, get down with the sickness
""No, Mommy, don't do it again
Don't do it again, I'll be a good boy
I'll be a good boy, I promise
No, Mommy, don't hit me, ah
Why did you have to hit me like that, Mommy?
Don't do it, you're hurting me, ah-ah
Why did you have to be such a bitch?
Why don't you? Why don't you just fuck off and die?
Why can't you just fuck off and die?
Why can't you just leave here and die?
Never stick your hand in my face again, bitch
Fuck you, I don't need this shit
You stupid, sadistic, abusive, fucking whore
How would you like to see how it feels, Mommy?
Here it comes, get ready to die"""
Sit Next to Me;Foster the People;2017;330174.0;https://genius.com/Foster-the-People-Sit-Next-to-Me-lyrics;"Got me praying, man, this hunger, and feeling something rotten
Last time I saw you, said ""What's up?"" and pushed right through
And now it's over, we're sober, symptoms of the culture
And the night ain't getting younger, last call's around the corner
Feeling kinda tilted and I'm pouring out the truth
Just fading out these talkers 'cause now all I want is you
Come over here and sit next to me
We can see where things go naturally
Just say the word and I'll part the sea
Just come over here and sit next to me, ooh-ooh-ooh
Well, I ain't frontin' my intention, got your man outlined in chalk
It's a midnight intervention,
But I'm here to tell you I'm not trying to change your mind
Yeah, come over here and sit next to me
We can see where things go naturally
Just say the word and I'll part the sea
Just come over here and sit next to me, ooh-ooh-ooh
So come over here and sit next to me
We can see where things go naturally
Just say the word and I'll part the sea, mmm
Just come over here and sit next to me, ooh-ooh-ooh"
BTS - Make It Right Remix ft. Lauv English Translation;Genius English Translations;2019;566925.0;https://genius.com/Genius-English-Translations-BTS-Make-It-Right-Remix-ft-Lauv-English-Translation-lyrics;
Laugh Now Cry Later;Drake;2020;1446142.0;https://genius.com/Drake-Laugh-Now-Cry-Later-lyrics;"Sometimes we laugh and sometimes we cry, but I guess you know now, baby
I took a half and she took the whole thing, slow down, baby
We took a trip, now we on your block and it's like a ghost town, baby
Where do these niggas be at when they say they doin' all this and all that?
Tired of beefin' you bums, you can't even pay me enough to react
Been wakin' up in the crib and sometimes I don't even know where I'm at
Please don't play that nigga songs in this party, I can't even listen to that
Anytime that I ran into somebody, it must be a victory lap, ayy
Distance between us is not like a store, this isn't a closeable gap, ayy
I know that they at the crib goin' crazy, down bad
What they had didn't last, damn, baby
Sometimes we laugh and sometimes we cry, but I guess you know now, baby
I took a half and she took the whole thing, slow down, baby
We took a trip, now we on your block and it's like a ghost town, baby
Where do these niggas be at when they say they doin' all this and all that?
Can you not play that lil' boy in the club? 'Cause we do not listen to rats
We in Atlanta, I buy her a wig, she tellin' me Tae is the best
Point at the nigga who act like a killer, but you only one from the 'net
I'm like DaBaby, I'm not just a rapper, you play with me, you gon' get stretched
Ooh-oh
Bring Drake to the hood, surround Drake around Dracs
Even though I got a case, I'ma do what it take
Sometimes we laugh and sometimes we cry, but I guess you know now, baby
I took a half and she took the whole thing, slow down, baby
We took a trip, now we on your block and it's like a ghost town, baby
Where do these niggas be at when they say they doin' all this and all that?
When he tell the story, that's not how it went
Know they be lyin', a hundred percent
Moved out the Ritz and forgot 'bout the Bent'
Valet just called me to tell me come get it
Knocked that boy off and I don't want no credit
Backyard, it look like the Garden of Eden
Pillow talk with 'em, she spillin' the tea
And then shawty came back and said she didn't mean it
It's hard to believe it
Sometimes we laugh and sometimes we cry, but I guess you know now, baby
I took a half and she took the whole thing, slow down, baby
We took a trip, now we on your block and it's like a ghost town, baby
Where do these niggas be at when they say they doin' all this and all that?"
Yeah I Said It;Rihanna;2016;532349.0;https://genius.com/Rihanna-Yeah-I-Said-It-lyrics;"Yeah, yeah
Yeah, yeah
I ain't tryna think about it, no
Yeah, I said it, boy, get up inside it
I want you to homicide it
Go in slow, but I want you to pipe it
Boy, I always like to show
Get a little bit, come a little close, now
Take it home on your camera phone
Get a little bad, nigga, watch me blow it down
You can be rough, boy, but you won't
Give me some love, boy, give it to me 'til the morn'"
Brand New Guy;A$AP Rocky;2011;;https://genius.com/AAP-Rocky-Brand-New-Guy-lyrics;
Have You Ever Seen the Rain?;Creedence Clearwater Revival;1970;2312933.0;https://genius.com/Creedence-Clearwater-Revival-Have-You-Ever-Seen-the-Rain-lyrics;"Someone told me long ago
There's a calm before the storm
I know, it's been comin' for some time
When it's over, so they say
It'll rain a sunny day
I know, shinin' down like water
I wanna know, have you ever seen the rain?
I wanna know, have you ever seen the rain?
Comin' down on a sunny day
Yesterday, and days before
Sun is cold and rain is hard
I know, been that way for all my time
'Til forever, on it goes
Through the circle, fast and slow
I know, it can't stop, I wonder
I wanna know, have you ever seen the rain?
I wanna know, have you ever seen the rain?
Comin' down on a sunny day
I wanna know, have you ever seen the rain?
I wanna know, have you ever seen the rain?
Comin' down on a sunny day"
Lane Boy;twenty one pilots;2015;603716.0;https://genius.com/twenty-one-pilots-Lane-Boy-lyrics;"They say, ""Stay in your lane, boy, lane, boy""
But we go where we want to
They think this thing is a highway, highway
But will they be alive tomorrow?
They think this thing is a highway
If it was our way, we'd have a tempo change every other time change
'Cause our minds change on what we think is good
I wasn't raised in the hood
But I know a thing or two about pain and darkness
If it wasn't for this music I don't know how I would have fought this
Regardless, all these songs I'm hearin' are so heartless
Don't trust a perfect person and don't trust a song that's flawless
Honest, there's a few songs on this record that feel common
I'm in constant confrontation with what I want and what is poppin'
In the industry, it seems to me that singles on the radio are currency
My creativity's only free when I'm playin' shows
They say, ""Stay in your lane, boy, lane, boy""
But we go where we want to
They think this thing is a highway, highway
But will they be alive tomorrow?
(Will they be alive tomorrow?)
I'm sorry if that question I asked last
Scared you a bit like a hazmat, in a gas mask
if you ask Zack
He's my brother, he likes when I rap fast
But let's backtrack, back to this
Who would you live and die for on that list?
But the problem is, there's another list that exists and no one really wants to think about this
Forget sanity, forget salary, forget vanity, my morality
If you get in between someone I love and me
You're gonna feel the heat of my cavalry
All these songs I'm hearin' are so heartless
Don't trust a perfect person and don't trust a song that's flawless
They say, ""Stay in your lane, boy, lane, boy""
But we go where we want to
They think this thing is a highway, highway
But will they be alive tomorrow?
They say, ""Stay in your lane, boy, lane, boy""
But we go where we want to
They think this thing is a highway, highway
But will they be alive tomorrow?
(But will they be alive tomorrow?)
(But will they be alive tomorrow?)
(But will they be alive tomorrow?)
They be alive tomorrow?
They say, ""Stay in your lane, boy, lane, boy""
But we go where we want to
They think this thing is a highway, highway
But will they be alive tomorrow?
They say, ""Stay in your lane, boy, lane, boy""
But we go where we want to
They think this thing is a highway, highway
But will they be alive tomorrow?"
Jackie and Wilson;Hozier;2014;399884.0;https://genius.com/Hozier-Jackie-and-Wilson-lyrics;"So tired trying to see from behind the red in my eyes
No better version of me I could pretend to be tonight
Soul deep in this swill with the most familiar of swine
For reasons wretched and divine
She blows out of nowhere, a roman candle of the wild
Laughing her way through my feeble disguise
No other version of me I would rather be tonight
And Lord, she found me just in time
'Cause with my mid-youth crisis all said and done
I need to be youthfully felt 'cause, God, I never felt young
We'll steal her Lexus, be detectives
Ride 'round picking up clues
We'll name our children Jackie and Wilson
Raise 'em on rhythm and blues
Lord, it'd be great to find a place we could escape sometime
Me and my Isis growing black irises in the sunshine
Every version of me dead and buried in the yard outside
Happy to lie back, watch it burn and rust
We tried the world; good God, it wasn't for us
We'll steal her Lexus, be detectives
Ride 'round picking up clues
We'll name our children Jackie and Wilson
Raise 'em on rhythm and blues
Cut clean from the dream at night, let my mind reset
Looking up from a cigarette, she's already left
I start digging up the yard for what's left of me in our little vignette
For whatever poor soul is coming next
We'll steal her Lexus, be detectives
Ride 'round picking up clues
We'll name our children Jackie and Wilson
Raise 'em on rhythm and blues"
Jump Out the Window;Big Sean;2017;466141.0;https://genius.com/Big-Sean-Jump-Out-the-Window-lyrics;"I think I'm ready to jump out the window
And turn that nigga that you with right back into your friend, though
We already wasted too much time
And your time is the only thing I wish was mine
So yeah (
Oh yeah
), I think I'm ready to jump out the window
Straight up, straight up, look
Know ya momma didn't raise you to take no disrespect, yeah (
No disrespect
)
I feel, I feel like real queens know how to keep the game in check, yeah, yeah
You, you cried on my phone the whole night
That time he crossed the line, yeah, yeah, yeah, yeah (
Oh, I was there
)
I, I went to straighten his ass out
And you told me, ""Never mind"", yeah, yeah, yeah
The question isn't, ""Do he love ya?"", the question is, ""Do ya love yourself?""
Remember when you used to come through and hit the Mario Kart
And you always picked the princess, I realized you was princess way back then
I think I'm ready to jump out the window
And turn that nigga that you with right back into your friend, though
We already wasted too much time
And your time is the only thing I wish was mine
So yeah (
Oh yeah
), I think I'm ready to jump out the window (
Oh yeah
)
Y'all been arguing every other day
Ya friends gotta step in and break it up like chill, chill, chill
It's no need to turn this into Kill Bill (Woah, woah, woah), look
Funny we ran into each other while we leaving
You walked in with a perm
And now yo' hair look like The Weeknd's
I know that you been needin' clarity
Don't mean to sit ya down and turn this into therapy
But you gave too much time to that boy charity, hear me
I think I'm ready to jump out the window (
Jumpin', jumpin'
)
And turn that nigga that you with right back into your friend, though
We already wasted too much time
And your time is the only thing I wish was mine
So yeah (
Oh yeah
), I think I'm ready to jump out the window, yeah, yeah (I think I'm ready, jump out the window)
Sometimes I wonder if you even know how much you worth, I gotta know (I gotta know)
Sometimes I wonder if you even know how much you worth, I gotta know (Gotta know)
Sometimes I wonder if you even know how much you worth, I gotta know (Gotta know)
Sometimes I wonder if you even know how much you worth, I gotta know"
Holy Ghost;A$AP Rocky;2015;;https://genius.com/AAP-Rocky-Holy-Ghost-lyrics;
War;Drake;2019;1497264.0;https://genius.com/Drake-War-lyrics;"AXL (AXL), AXL (AXL), AXL (AXL)
Woi-oi
Ayy
Feds wanna tap up man and wire up man like Chubbs did Detail
Back when Ricky was doin' up Teesdale, I was doin' dinner with Teezy
Niko never move neeky, sweatsuit Nike, sweatsuit DG
Used to look up to a man from certain ends with tune on repeat
Thought he was a bad boy, then 'til man got pinched and man went PC
Man went PC just like Dell and Windows, some man been those
Before I was ever around Kendall's, I was at ends though, dreamin' up Enzos
The woman I do end up with has to be a bad gyal just like Munchie
Can't have no pretentious ting when I know this road gets bumpy
Three waps in the whip and we beat that case, where man live way too comfy
I don't do well with people makin' disses or makin' threats
Woi-oi, man got flown like private jets, for way, way less
Wassa, wassa, just like the crodie Pressa, I don't do no passa
Link with Skull and Cuz and Jamie ah yard and we deh pon Gaza
Pasha Sasha pissed,
Pick one man with slaps that's rappin', I bet he don't want no clashings
The LV pouch on chest is just for fashion, niggas just actin'
Are you dumb or stupid? The wheels on the Rolls is Chromazz, headshot domazz
OVOXO link up, mandem drink up, me and the drillers
Hawk and Sticks and Cash and Baka, Gucci, P, and Gilla
And the boy that sound like he sang on Thriller, you know that's been my nigga
Yeah, we just had to fix things, family, 6ix tings, we can't split up
Bring ten shots to the poolside, never seen none of these grown men outside
4301, won't spare no one, niggas gotta know about Southside
Steppin' outta line, get outlined, and you know I'm tied up stateside
Bringin' man down when they take sides, tryna get saved by the bell like Bayside
Prince, I carry that last name, that shit stays on me like brand names
Jas just lined up brand new hand tings and nice guy on a madting
Everyone I know has codenames, anyone I'm beefin' with is a no-name
Niggas can't even win home games, they just gotta fall in line like Soul Train
AXL (AXL), AXL (AXL), AXL (AXL)"
Shutdown;Skepta;2015;1017688.0;https://genius.com/Skepta-Shutdown-lyrics;"Man's never been in Marquee when it's shutdown, eh?
Truss mi, daddy
When it's shutdown
That's not me and it's shutdown
Ring-ring pussy, it's shutdown
Fashion week and it's shutdown
Went to the show, sitting in the front row
In a black tracksuit and it's shutdown
Touch the road and it's shutdown
Boy Better Know and it's shutdown
Yeah, take time
If a man wan' try me, no time
Usain Bolt when I run up on stage
I pick up the mic and it's reload time
Don't know your songs, but they know mine
That's why I got gigs just like Joe Grind
After the show, I be rolling mine
Don't care 'bout the 'no smoking' sign
They try to steal my vision
This ain't a culture, it's my religion
God knows I don't wanna go prison
But if a man wan' try me? Trust me, listen
Me and my Gs ain't scared of police
We don't listen to no politician
Everybody on the same mission
And we don't care about your –ism and schisms (Ice)
'Cause it's shutdown
That's not me and it's shutdown
Ring-ring pussy, it's shutdown
Fashion week and it's shutdown
Went to the show, sitting in the front row
In a black tracksuit and it's shutdown
Touch the road and it's shutdown
Boy Better Know and it's shutdown
You wanna act like a G for the camera
You say you're Muslim, you say you're Rasta
Say you don't eat pork? Don't eat pussy?
Liar, you're just a actor
Blud, you're not on your deen
And if Selassie saw you he would say
""Blud, take off the red, gold, and green""
Them man are soft just like ice cream
Szeen? Start moving correctly
If you don't wanna upset me, you get me?
You tryna show me your Fendi
I told you before, this shit don't impress me (Trust me)
I bet I make you respect me
When you see the mandem are selling out Wembley
Roll deep in a blacked out Bentley
Pull up outside like, ""Wah gwan, sexy?""
Yeah, and it's shutdown
That's not me and it's shutdown
Ring-ring pussy, it's shutdown
Fashion week and it's shutdown
Went to the show, sitting in the front row
In a black tracksuit and it's shutdown
Touch the road and it's shutdown
Boy Better Know and it's shutdown
A bunch of young men all dressed in black dancing extremely aggressively on stage
It made me feel so intimidated and it's just not what I expect to see on primetime TV
I'm in a different class
When I get through, I'ma bring my dargs
Two by two, man a walk on the ark
Sittin' at the front, just like Rosa Parks
Upset 'cause man are way up right now
And the shit happened all so fast
I was in Paris, shut down l'Arc
New York, shut down Central Park (Ice)
Talk about London, yo, Frisco, where shall I start?
Walked in, spat ten 16-bars
And each and every one of them came from the heart
None of my lyrics are stolen
""Go on then, go on then"", that's my slogan
Wanna know how I did it with no label
No A-list songs, and I told them
Blud, I just shutdown
That's not me and it's shutdown
Ring-ring pussy, it's shutdown
Fashion week and it's shutdown
Went to the show, sitting in the front row
In a black tracksuit and it's shutdown
Touch the road and it's shutdown
Boy Better Know and it's shutdown
Yeah, I just shutdown
That's not me and it's shutdown
Ring-ring pussy, it's shutdown
Fashion week and it's shutdown
Went to the show, sitting in the front row
In a black tracksuit and it's shutdown
Touch the road and it's shutdown
Boy Better Know and it's shutdown
Link up, daddy
Alright
Yo, tomorrow I'm gonna come scoop you, eh? We'll go to Biz's
Yeah, for sure
Alright
Dun know"
